id	document	label
7712	무슨 문레기들이 전공 7개 6개 타령이야	18
7713	아프니까 시험이고 뭐고 다 때려치우고	18
7714	대영 직접 듣거나 소문으로 들은 교수들 성향.txt(몇명안됨)	18
7715	야갤은 지들끼리 물어뜯는게 너무 심함	18
7716	전라 애매하다	18
7717	아 옛날이여	18
7718	나는 개가 사람보다 더 좋음	18
7719	좆댓다 ㅠㅠ 기숙사 떨어져서 어카지	18
7720	ㅗㅜㅑ 이게 뭐에요?..	18
7721	빅플라토라고 아냐??	18
7722	Zzz 컴돌이 뭘로보는대 그러냐	18
7723	(사진有)하우스 메이트 구해요.. 머슴아만! 간절함...	18
7724	ㅅㅂ 강입많이해본형들 부탁좀.Putark	18
7725	ㅉㅉ 미개한 수강충들...	18
7726	피파할사람~	18
7727	수강신청 끝 났냐	18
7728	ㅎㅇ	18
7729	이도면 C냐? B냐?	18
7730	저거 풍림아이원에서 같이살 생각 마라 ㄷ ㄷ	18
7731	풍림아이원 구하는놈아 간절하다며	18
7732	더 소름돋는거 알려준다	18
7733	레사 병스낭 피트 포기하고	18
7734	So far away	18
7735	ㅁㅊ다 가뜩이나 막판되서 하기싫은데 맹장까지 어시스트하네	18
7736	내 복학을 원하는 이들이 너무많다	18
7737	약대하나 공부해서 못가면 공부해서 성공할생각 말라던데	18
7738	니들 칼바람이 이겨야한다는 강박관념이 없어서 재밋는줄 아냐 ㅡㅡ	18
7739	졸업식이 다가오니까 인싸들이 판을 치네	18
7740	우리학교 입결너무 신경 안쓰는거 아니냐?	18
7741	하지만 제가캐리해드릴수 잇는것도한계가잇슴니다	18
7742	나도뾰쪽하게 생기고싶다	18
7743	거 새끼 맹장으로 존나 우려먹네 사골새끼야	18
7744	기아 야구 왜 안하냐...	18
7745	그리스 신화 들어본 갤러있냐??	18
7746	나도 롤하고싶다	18
7747	나도 다음주에 후강신청셔틀한다. 본 주인은 놀러감	18
7748	뛈이지금ㅋㅋ 수강신청홈피들어갓다가 좌절할듯 ㅋㅋㅋ	18
7749	코알라 봤음	18
7750	물가 존나 비싸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	18
7751	미래를 준비하는 글쓰기 이거 존나 헬아니냐?	18
7752	14학번니뮤들  님들도 핵심교양 1 3 4라는거 꼭 들어야댐?	18
7753	노알라 짜응 귀엽긔	18
7754	인갤에 원래 일베 많냐??	18
7755	언고닉아 난 너의 과를 기억한다	18
7756	난 일베 보고 인갤 들어옴 ~^	18
7757	인하대에 일베충이 많아서 운동권이 죽었제	18
7758	좌좀들 박정희대통령 고인능욕하면서	18
7759	아이유야 너는 공대인데	18
7760	언고닉아 질문에 답좀 해주라고	18
7761	과마다 다르면 언고닉아	18
7762	커리큘럼	18
7763	시발 누구는 되고 누구든 안되냐? 논리 시발 종범 ㅉㅉ	18
7764	이미 노릇노릇해진 갤러리입니다	18
7765	요즘은 보수라고얘기하면 처음에 하는말이	18
7766	여기도 통베충있냐??.jyp	18
7767	요즘은 보지라고얘기하면 처음에 하는말이	18
7768	일베 안해도 시발 좌좀들 논리는 병신이다	18
7769	네다통	18
7770	~일베들아~	18
7771	일베들아~ 나도 털어봐~	18
7772	컴도링 병신아	18
7773	웹강추천좀 축제와 문화vs 그리스 vs 알기쉬운 무선산업 vs 블루오션리	18
7774	[현수막 최종안]	18
7775	이게 다 노무현 때문이다	18
7776	김래원 삭제했는데 어떰/	18
7777	학교에서 사물놀이나 듣고 가라	18
7778	최우람 후원하냐??	18
7779	안녕 아이유야	18
7780	인갤에 밥먹자고 글존나써봤는데	18
7781	ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋ밥먹자	18
7782	인갤분들원룸계약 물어볼것좀 잇는디ㅠㅠ	18
7783	좆목하는놈들보면	18
7784	얼어 뒈지겠다	18
7785	미친부자새끼들이네..	18
7786	다들성인인데 못생겼다고못나가면 접...	18
7787	호롤룰루 아냐	18
7788	좆목갑은 덜렁이아니냐?	18
7789	밥사주세여 선배님들~~~~	18
7790	또로롸화 끄으대해애애	18
7791	봉슨이 또 모함할라칸다...	18
7792	덜렁덜렁이 졷목의 중심인 이유.EU	18
7793	ㅋㅋ ㅂㅅ들	18
7794	작년에 누가 막 인갤 외모 순위도 적고 그랬던거 같은데 ㅋ	18
7795	인갤 제일병신같은점	18
7796	인싸들 노무하네	18
7797	개정판 인갤 외모순위 구합니다.	18
7798	아직 세상은 살만한가 보다	18
7799	인갤에서 잘생긴건	18
7800	학교에 국가장학금에 대해 문의하려는데 웹문의 없냐?	18
7801	어제오늘 수강신청이었는데	18
7802	인갤존잘?뭔말이 더 필요함?	18
7803	오늘은 글 젠이 좀 되는거 같네	18
7804	컴똘이 씨발련아	18
7805	갤총오면 덜렁존잘설 알게된다	18
7806	덜렁성님 존잘이야 반박불가지	18
7807	컴돌이 병신아 그럼 이건 당연히 알고잇어야겟다 ㅡㅡ	18
7808	학교에서 포장마차나 운영하고 싶다	18
7809	존나 춥다고 병신들아	18
7810	뛈이 멍청한 이유	18
7811	니들 고등학교 상식으로도 이정도는 알고 잇어야하지 않냐	18
7812	그럼 생1충들도 아우를수잇는 재밋는 문제를 낸다	18
7813	떡볶이 김밥 비빔밥 김치	18
7814	뛈이만 풀수잇는 문제를 낸다	18
7815	다음중 닮은꼴을 고르시오	18
7816	갤총 레알임? 예전에는 공지 글 들도 떠 있었는데 없으니 안 믿긴다	18
7817	얼어뒤지겠다 진심	18
7818	뉴질랜드가면	18
7819	야 현수막	18
7820	나의 마음 너의마음	18
7821	야 시발	18
7822	시험에서 틀리는게 몰라서 틀리는게아니고	18
7823	배꼽주의) 수컷,걸레가 좋아하는 나라는?	18
7824	밤하늘 개오진다	18
7825	덜렁이 근데 지갑 왜필요하냐	18
7826	웅웅..	18
7827	자라 좀 ㅡㅡ	18
7828	후문에 인하대출신사람들이 장사많이하던데 인갤러는없냐	18
7829	아까 긱사밥 먹고 지금 라면먹는데 개쩐다	18
7830	아이유가 이정희 닮은이유 알려준다	18
7831	수강신청하러 5시기상 1시까지학교	18
7832	현수막고친 유동닉 봐라 빡친다	18
7833	이쯤에서 다시보는 ㅗㅜㅑ.....	18
7834	유동이야 진짜 갤로그파라 ㅇㅇ	18
7835	시바 개총 가야대냐??	18
7836	옌벤거지 짤보고 우울해짐	18
7837	인하대 사학과	18
7838	ㅁㅊ다 ㅁㅊ어 에볼라 바이러스로 전멸하는그림 나오겟네	18
7839	근데 바이러스는 한번 걸리면 거진 면역생겨서 ㄱㅊ을듯	18
7840	인갤러들 진짜 갤총 하냐???	18
7841	인갤은 갤총은 안가봤찌만	18
7842	인싸님들 저 노무 외로워요	18
7843	대체휴일날 대학교도 쉬냐?	18
7844	갤총 왜가냐	18
7845	전에도 말했지만	18
7846	최고의 야동사이트?	18
7847	언고닉 보쌈이나 처먹어라	18
7848	갤총 참가할개럴없냐?	18
7849	인싸들이란..	18
7850	인갤은 친목질이 너무 심해졌다	18
7851	축제때 난 또 집에 가야 대냐??	18
7852	통베 서울대 초봉 1억 허언증 ㅋㅋ	18
7853	축제때 수업은 함	18
7854	오호 축제라	18
7855	신인 이유비 광고영상 보니 다이어트 생각이 불끈~!!	18
7856	오늘 오후 부터 토요일까지 해운대로 휴가 간다	18
7857	원래 소주가 제일 맛없는술 아니냐ㅋㅋ	18
7858	비라도 내리면 구름뒤에 숨어서	18
7859	웹강 추천할만한거 없냐	18
7860	술은 말이지	18
7861	치맥하고 싶다	18
7862	상견례는 어느 타이밍에 해야 괜찮은거냐?	18
7863	ㅅㄱ	18
7864	다자냐	18
7865	후덥지근했는데 밖에 비오네	18
7866	술은캔맥주아니냐	18
7867	잡니디ᆞ	18
7868	미국기자 참수영상이란 글을보고	18
7869	크 존나취한더	18
7870	나두 드뎌 졸려온다	18
7871	오징어같른 면상달고	18
7872	밤 1시에 전화 받고 지금 끊었다	18
7873	아 진짜 모기새끼한마리	18
7874	다들 자니?	18
7875	고3 고민입니다. 인하대  경영>아태로 전과 많이 안 어려운가요?	18
7876	ㅎㅇ	18
7877	ㅎㅇ	18
7878	비 극혐	18
7879	짱깨혐오증 생겼다	18
7880	아이스버킷ㅋㅋㅋ	18
7881	인싸들 안녕?	18
7882	오늘 비 하루종일옴?	18
7883	비오니까 목 쑤시네	18
7884	다리 무릎아래쪽이 살짝 햇빛에 탔는데	18
7885	ㅂㅅ들아 나 존나 거북목이다	18
7886	난 왜 의경문자안오냐	18
7887	갤질은 크롬으로 해볼까나	18
7888	편입학원 오후반 있는곳 있나?	18
7889	앤뜨아아아아아아아이이예	18
7890	궁금한게있는데	18
7891	헬보이 여주인공	18
7892	이거 우울증 초기맞냐	18
7893	야근데 맹장수술 무슨 이백오십만원이냨ㅋㅋ	18
7894	진짜 몇일간 태양이 없으니까 우울하다	18
7895	아좆댐	18
7896	자살하기전에 리근이 납치해도 되냐?	18
7897	인싸 새끼들 다 놀러 나갔나 보네 ㅅㅂ	18
7898	요즘 인천에 있는이유	18
7899	요즘 바나나맛우유가 1300원이냐?	18
7900	광장에 야간규찰대?	18
7901	어제는 사랑을 오늘은 이별을	18
7902	교양듣지마라	18
7903	컴돌이 군대가면 ㅋㅋ	18
7904	컴돌님 요리사진 사실 여친이 해준 걸수도	18
7905	컴돌이 반죽직접한거지?	18
7906	밑에글보니 컴돌님없음 갤심심할듯	18
7907	후후	18
7908	인후 싸고 맛난 곱창,막창집 추천좀	18
7909	곱창 어떻게먹냐 ㅡㅡ	18
7910	손반죽에 칼국수라 암튼 ㄷㄷ	18
7911	나도 스파게티 만들어머글꺼임	18
7912	세윤이이쁘니까	18
7913	휴학 어떻게 해?	18
7914	늘러붙은게 면이라곤 안했자나 ㅋㅋ	18
7915	저번달 공무원면접학원 갔는데 인하대 출신 많드라.	18
7916	태양이 떳도다앟	18
7917	이러닝 벌써 출석부 나왔네	18
7918	해운대 보이는 숙소 자면 잘 잘 자는거냐	18
7919	강스성님 조선비치시네 ㅎ	18
7920	인하대 상경에서 9급가면 ㅎㅌㅊ인가요?	18
7921	야 저녁메뉴 추천받는다	18
7922	근데 7급 공무원이면 어디쯤 가냐	18
7923	올 초에 해운대에 빚내서 가게 오픈한 사람있겠찌?	18
7924	약사되기vs약사 마누라 얻기	18
7925	야 햄밥버거 사왔는데 뭔가 이상해서 보니까ㅋㅋ	18
7926	야 큐빅프로그램 어디서 까냐?	18
7927	다음학기 수업걱정인 것	18
7928	무조건 외우기만 하면 학점나오는 과목	18
7929	무조건 외우기만 하면 되는 과목	18
7930	무조건 외워도 안되는과목	18
7931	전공과목 연습문제 다외우면 에이플 아니냐?	18
7932	노네 운지로드롭 타봤냐?	18
7933	폭언욕설 야갤하지마라 ㅡㅡ	18
7934	출석부나 확인해볼까	18
7935	데리버거왜먹냐	18
7936	데리버거 많이먹으면	18
7937	양념감자 많이먹으면	18
7938	로린이 빨자	18
7939	의경시험 이틀동안보네	18
7940	광안리 회센터 에서 부산토박이 친구랑 갔다가도 바가지 쓴적 있다	18
7941	개샠끼들아 군지까지 3일남았다 이기야...jpg	18
7942	캬아	18
7943	갸아아	18
7944	갤총은 찜질방서 해야할듯ㄷㄷ	18
7945	존나우울해서 그런데 앙망송올렸던형	18
7946	다죽고나혼자살기vs다살고나혼자죽기	18
7947	야들아야들아 나 교양 추천해줭!	18
7948	(배꼽 빠짐 주의)인갤 유우머!	18
7949	3키로쪘다	18
7950	부산간 강남스타일에게 추천한다	18
7951	생태학적 맥락에서 본 가족. 여러환경이 영아에게 및는 영향과 현대사회에서	18
7952	썬더치킨vs웨싸	18
7953	헐 이것좀봐봐	18
7954	kbs2미쳤네	18
7955	아싸 배려안하는 인망대	18
7956	갤 망했다..	18
7957	집에서 볼만한 재밋는영화 뭐있냐.	18
7958	인갤망하게한 단톡충들 공개한다	18
7959	부랄밑이 가렵다	18
7960	심심하다 머해야되냐	18
7961	현대 생명과학의 이해말이다	18
7962	핵교 3번중에 추천좀..	18
7963	오늘 매직인더문라이트 보고왔다.	18
7964	아싸들아 웹강추천해봐	18
7965	아 심심해	18
7966	아씨	18
7967	기여어ㅎㅎ	18
7968	다들 뭐하느라 조용해?	18
7969	길냥이 커여어	18
7970	ㅉㅉ 인싸새기들	18
7971	군대가기전 마지막 치킨이다.jyp	18
7972	체중조졀과영양 그거웹강 말이야	18
7973	여자친구 생길라면 어떻게 해야죠 인싸님들아?	18
7974	야 나왔다	18
7975	배고프다	18
7976	애드라 어떠케	18
7977	와 IU님...ㅁㅊㄷ  ㅁㅊㅇ...	18
7978	내가 풀면서 어렵다고 느낀적은 처음인데	18
7979	ㅁㅊ다 전신마츼 한번하거나니까 돌대가리됫다	18
7980	냥찡 키우고싶다	18
7981	근데 보니까 피트에 나왓던 개념들 전부 나왓더라	18
7982	냥이로 달린다	18
7983	님들 저 사실...	18
7984	제발 도와줘라	18
7985	촤르렁 너 왜 시비냐	18
7986	통베 서울대 초봉 1억 허언증 ㅋㅋ	19
7987	축제때 수업은 함	19
7988	오호 축제라	19
7989	신인 이유비 광고영상 보니 다이어트 생각이 불끈~!!	19
7990	오늘 오후 부터 토요일까지 해운대로 휴가 간다	19
7991	원래 소주가 제일 맛없는술 아니냐ㅋㅋ	19
7992	비라도 내리면 구름뒤에 숨어서	19
7993	웹강 추천할만한거 없냐	19
7994	술은 말이지	19
7995	치맥하고 싶다	19
7996	상견례는 어느 타이밍에 해야 괜찮은거냐?	19
7997	ㅅㄱ	19
7998	다자냐	19
7999	후덥지근했는데 밖에 비오네	19
8000	술은캔맥주아니냐	19
8001	잡니디ᆞ	19
8002	미국기자 참수영상이란 글을보고	19
8003	크 존나취한더	19
8004	나두 드뎌 졸려온다	19
8005	오징어같른 면상달고	19
8006	밤 1시에 전화 받고 지금 끊었다	19
8007	아 진짜 모기새끼한마리	19
8008	다들 자니?	19
8009	고3 고민입니다. 인하대  경영>아태로 전과 많이 안 어려운가요?	19
8010	ㅎㅇ	19
8011	ㅎㅇ	19
8012	비 극혐	19
8013	짱깨혐오증 생겼다	19
8014	아이스버킷ㅋㅋㅋ	19
8015	인싸들 안녕?	19
8016	오늘 비 하루종일옴?	19
8017	비오니까 목 쑤시네	19
8018	다리 무릎아래쪽이 살짝 햇빛에 탔는데	19
8019	ㅂㅅ들아 나 존나 거북목이다	19
8020	난 왜 의경문자안오냐	19
8021	갤질은 크롬으로 해볼까나	19
8022	편입학원 오후반 있는곳 있나?	19
8023	앤뜨아아아아아아아이이예	19
8024	궁금한게있는데	19
8025	헬보이 여주인공	19
8026	이거 우울증 초기맞냐	19
8027	야근데 맹장수술 무슨 이백오십만원이냨ㅋㅋ	19
8028	진짜 몇일간 태양이 없으니까 우울하다	19
8029	아좆댐	19
8030	자살하기전에 리근이 납치해도 되냐?	19
8031	인싸 새끼들 다 놀러 나갔나 보네 ㅅㅂ	19
8032	요즘 인천에 있는이유	19
8033	요즘 바나나맛우유가 1300원이냐?	19
8034	광장에 야간규찰대?	19
8035	어제는 사랑을 오늘은 이별을	19
8036	교양듣지마라	19
8037	컴돌이 군대가면 ㅋㅋ	19
8038	컴돌님 요리사진 사실 여친이 해준 걸수도	19
8039	컴돌이 반죽직접한거지?	19
8040	밑에글보니 컴돌님없음 갤심심할듯	19
8041	후후	19
8042	인후 싸고 맛난 곱창,막창집 추천좀	19
8043	곱창 어떻게먹냐 ㅡㅡ	19
8044	손반죽에 칼국수라 암튼 ㄷㄷ	19
8045	나도 스파게티 만들어머글꺼임	19
8046	세윤이이쁘니까	19
8047	휴학 어떻게 해?	19
8048	늘러붙은게 면이라곤 안했자나 ㅋㅋ	19
8049	저번달 공무원면접학원 갔는데 인하대 출신 많드라.	19
8050	태양이 떳도다앟	19
8051	이러닝 벌써 출석부 나왔네	19
8052	해운대 보이는 숙소 자면 잘 잘 자는거냐	19
8053	강스성님 조선비치시네 ㅎ	19
8054	인하대 상경에서 9급가면 ㅎㅌㅊ인가요?	19
8055	야 저녁메뉴 추천받는다	19
8056	근데 7급 공무원이면 어디쯤 가냐	19
8057	올 초에 해운대에 빚내서 가게 오픈한 사람있겠찌?	19
8058	약사되기vs약사 마누라 얻기	19
8059	야 햄밥버거 사왔는데 뭔가 이상해서 보니까ㅋㅋ	19
8060	야 큐빅프로그램 어디서 까냐?	19
8061	다음학기 수업걱정인 것	19
8062	무조건 외우기만 하면 학점나오는 과목	19
8063	무조건 외우기만 하면 되는 과목	19
8064	무조건 외워도 안되는과목	19
8065	전공과목 연습문제 다외우면 에이플 아니냐?	19
8066	노네 운지로드롭 타봤냐?	19
8067	폭언욕설 야갤하지마라 ㅡㅡ	19
8068	출석부나 확인해볼까	19
8069	데리버거왜먹냐	19
8070	데리버거 많이먹으면	19
8071	양념감자 많이먹으면	19
8072	로린이 빨자	19
8073	의경시험 이틀동안보네	19
8074	광안리 회센터 에서 부산토박이 친구랑 갔다가도 바가지 쓴적 있다	19
8075	개샠끼들아 군지까지 3일남았다 이기야...jpg	19
8076	캬아	19
8077	갸아아	19
8078	갤총은 찜질방서 해야할듯ㄷㄷ	19
8079	존나우울해서 그런데 앙망송올렸던형	19
8080	다죽고나혼자살기vs다살고나혼자죽기	19
8081	야들아야들아 나 교양 추천해줭!	19
8082	(배꼽 빠짐 주의)인갤 유우머!	19
8083	3키로쪘다	19
8084	부산간 강남스타일에게 추천한다	19
8085	생태학적 맥락에서 본 가족. 여러환경이 영아에게 및는 영향과 현대사회에서	19
8086	썬더치킨vs웨싸	19
8087	헐 이것좀봐봐	19
8088	kbs2미쳤네	19
8089	아싸 배려안하는 인망대	19
8090	갤 망했다..	19
8091	집에서 볼만한 재밋는영화 뭐있냐.	19
8092	인갤망하게한 단톡충들 공개한다	19
8093	부랄밑이 가렵다	19
8094	심심하다 머해야되냐	19
8095	현대 생명과학의 이해말이다	19
8096	핵교 3번중에 추천좀..	19
8097	오늘 매직인더문라이트 보고왔다.	19
8098	아싸들아 웹강추천해봐	19
8099	아 심심해	19
8100	아씨	19
8101	기여어ㅎㅎ	19
8102	다들 뭐하느라 조용해?	19
8103	길냥이 커여어	19
8104	ㅉㅉ 인싸새기들	19
8105	군대가기전 마지막 치킨이다.jyp	19
8106	체중조졀과영양 그거웹강 말이야	19
8107	여자친구 생길라면 어떻게 해야죠 인싸님들아?	19
8108	야 나왔다	19
8109	배고프다	19
8110	애드라 어떠케	19
8111	와 IU님...ㅁㅊㄷ  ㅁㅊㅇ...	19
8112	내가 풀면서 어렵다고 느낀적은 처음인데	19
8113	ㅁㅊ다 전신마츼 한번하거나니까 돌대가리됫다	19
8114	냥찡 키우고싶다	19
8115	근데 보니까 피트에 나왓던 개념들 전부 나왓더라	19
8116	냥이로 달린다	19
8117	님들 저 사실...	19
8118	제발 도와줘라	19
8119	촤르렁 너 왜 시비냐	19
8120	ㅁㅊ 일주일뒤 개강	19
8121	오늘부로 시험이 내일 모레네	19
8122	피트가뭐임	19
8123	습관.gif	19
8124	노네들	19
8125	내가 담배피면	19
8126	은경이 엉덩이는 빠알개	19
8127	근데 진짜 끊을꺼임	19
8128	노무현 머가리는 빠알개	19
8129	공부끝	19
8130	의전 하고싶아 의전	19
8131	50년 후 인하대는 어떤 모습일지 궁금	19
8132	배고픈거 못참음?	19
8133	경영 논술쓸려는데	19
8134	ㅉㅉ 미개한 흡연충들	19
8135	흡연 왜 하냐? 이해불가	19
8136	흡연충들 나와봐라	19
8137	잡니당	19
8138	인하광장 자개 꼴불견	19
8139	밤에 피아노치면 감성에 젖는다	19
8140	중1때 컴퓨터과외받은 썰.ssul	19
8141	통베새끼들 ㅂㄷㅂㄷ...	19
8142	눈꺼풀도 내리 누르고 넘 졸린데	19
8143	티비켜놓구 자야겠다	19
8144	아아으아아 재미없다	19
8145	미드보다 밤샛다..	19
8146	군복학인데 그냥 등록하면되는거죠??	19
8147	윗집 존나시끄럽네	19
8148	안녕하세요. 인하대 가고싶은데 질문이있습니다.	19
8149	형들 인터넷으로 군입대 휴학 신청할 때.......	19
8150	언고닉 개 우리 미미랑 닮음	19
8151	삼성이 대학 줄세운다고? 국내 ICT인맥 따져보니…	19
8152	한양대·인하대 등 전통적인 공대 강세 대학과 비수도권 대학 중 경북대·부	19
8153	대기업 등에 업은 대학들 ‘백태’	19
8154	대한항공 인하대ㆍ항공대에 60억 증여	19
8155	인하대, 물류 항공 특성화로 ‘급성장’	19
8156	성균관대를 비롯해 한양대, 경북대, 인하대 등은 삼성과 산학협력을 통해	19
8157	인하대, 대학 IT연구센터 육성사업 선정	19
8158	인하·서울시립대 인센티브 전략 … 논문 피인용 껑충	19
8159	특허전략 유니버시아드, 인하대 전국최다수상대학	19
8160	이왕이면 취업 잘되는 전공에 도전해볼까	19
8161	재미로 보는 대학서열 조장 만화	19
8162	[2014 착한브랜드 大賞]종합병원 부문:인하대병원	19
8163	산업계 관점 대학평가 (2) 車·조선·토목 부문 최우수	19
8164	GM대우-인하대 자동차 산학협력 구축	19
8165	4대그룹 인사로 본 부사장급 이상 스펙 키워드 (인하대 전국 공동 6위)	19
8166	대학 기업가 센터 모델의 주관대학선정(서울대 포함한 6개대학내에 인하대도	19
8167	한국 대표 기업 임원들 출신대학 관련 기사  (인하대 국내9위)	19
8168	현대차그룹 고위임원(인하대 전국 공동4위)	19
8169	붓싼 야경이나 보고가라	19
8170	현수막 맞추러 같이 갈사람??	19
8171	배거프다...	19
8172	인갤 씹 인싸들 또 놀러나갔냐	19
8173	송도에 학교 뭐뭐오냐?	19
8174	보통 국장 신청 안하고 휴학하지???	19
8175	카이스트 일차 붙은사람~~~	19
8176	오늘금요일이냐	19
8177	아인생망한듯	19
8178	115.126아 돈 얼마받고하냐	19
8179	인제 4달 저도 밖에 안남았네 아휴,,	19
8180	점심	19
8181	지금 일어났다	19
8182	점심	19
8183	다 밥 묵으러갔군	19
8184	인하대 수듄.jpg	19
8185	책 자체를 오랫만에보니까 제대로 읽지를 못하겟슴	19
8186	학내장학금 신청끝남?	19
8187	오늘 점심	19
8188	컴줌마가 좋아하는	19
8189	인갤 망했냐?ㅋㅋ	19
8190	엡게이 딘즈리스트에 든거 같던데	19
8191	현수막 7.5만나왔다	19
8192	무료한 한낮이군하ㅠ	19
8193	유료한낮이구나	19
8194	여친이랑 한옥마을 왓다	19
8195	웨인성 아깐 5정도라더니	19
8196	여친 얘기에 인갤러들	19
8197	나도 여친	19
8198	자야겠다	19
8199	시발 여친있는 갤러들 탈갤 앙망한다	19
8200	여기 인갤새끼들 다들 모솔일듯	19
8201	쩨이이이이 난 너를 몬이저	19
8202	컴돌님아 전자궤적 구하는거	19
8203	설빙왔다	19
8204	기숙사 언제염?	19
8205	집근처서 향방작계하는데	19
8206	오늘은 인갤과 하루를 보낸다	19
8207	형들도와주세요	19
8208	학교 왔다 ㅅㅂ	19
8209	드락 폭욕 까악 방명록확인	19
8210	연변거지 방명록 확인바람 ㅇㅇ	19
8211	이미 현수막에 내 닉 올라갔자나?	19
8212	헤어져라	19
8213	과외하고싶다	19
8214	아이유님을 위한 글	19
8215	못생긴 여자친구라도 부럽냐?	19
8216	아이스버킷 시작 ㄱㄱ	19
8217	초ㅏ르렁 방명록봐라 ㅇㅇ	19
8218	드락슬러 이제 군대가?	19
8219	의경 왜갈려는지모르겟다	19
8220	ㅅㅂ 입대한지 5달이 지났는데 휴가를 아직 못나갔다는게 말이되냐	19
8221	언고닉 방명록 ㄱㄱ	19
8222	백토끼야 ㅋㅋ 이번에현수막에 니이름들어갔다	19
8223	인하인푸 왜 안댐???	19
8224	개새끼들아 논산까지 2일남았다	19
8225	요가 완전 인기 과목 이냐??	19
8226	카투사가면 흑형들꼬추 맨날보냐	19
8227	부산새끼들 졸라 부럽다	19
8228	아 시발 군대	19
8229	아싸는 나뿐이다 이러는애들 이 진짜 아싸가아니더라	19
8230	아싸이면 갤럴만나든가 ㅇㅇ 나도 아싸라 갤러만나는데 ㅇㅇ	19
8231	광장에 책 판다고 올렸는데 시바	19
8232	니네 개강 첫주에 수업 갈꺼냐??	19
8233	가장 흥할 것 같으 ㄴ현수막	19
8234	근데아예 학교애 친구가 힌명도업는사람은 업지??	19
8235	훌라바루 방명록 ㅇㅇㅇ	19
8236	여친이라니 붓싼 같이 와 있는 사람 인갤러거등요	19
8237	갑자기 맨홀이 왜검색어1위???	19
8238	형들 나곧수시원서쓰는좆고딩인데	19
8239	마지막 데이트 코스	19
8240	우리학교는2점초반애들 다인하대가든데	19
8241	와우 인후에 맘스터치 생긴데	19
8242	내신 2.5도 인하대가드만	19
8243	인기웹강이 이거 말고 또 뭐 있어?	19
8244	갤 사망.	19
8245	저녁먹고 쳐잤다	19
8246	왕좌의게임 존나재밌네	19
8247	오늘 부평지하상가 다녀옴	19
8248	아 전신마취 한번 하니까 돌머리됫네	19
8249	하얗게불태웠다.DDR	19
8250	특허전략 유니버시아드, 인하대 전국최다수상대학	19
8251	[2014 착한브랜드 大賞]종합병원 부문:인하대병원	19
8252	산업계 관점 대학평가 (2) 車·조선·토목 부문 최우수	19
8253	대한항공 인하대ㆍ항공대에 60억 증여	19
8254	GM대우-인하대 자동차 산학협력 구축	19
8255	4대그룹 인사로 본 부사장급 이상 스펙 키워드 (인하대 전국 공동 6위)	19
8256	전신마취하면 머리나빠진다는게 트루냐?	19
8257	대학 기업가 센터 모델의 주관대학선정(서울대 포함한 6개대학내에 인하대도	19
8258	한국 대표 기업 임원들 출신대학 관련 기사  (인하대 국내9위)	19
8259	현대차그룹 고위임원(인하대 전국 공동4위)	19
8260	졸업생 3000명이상 취업률진학률(인하대 전국 7위)	19
8261	해양플랜트 특성화大 선정 (서울대 포함한 3개대학내에 인하대도 들었음)	19
8262	삼성전자 만드는 2%…정예 연구위원들의 세계  (인하대 전국6위)	19
8263	인하·서울시립대 인센티브 전략 … 논문 피인용 껑충	19
8264	인하대, 대학 IT연구센터 육성사업 선정	19
8265	성균관대를 비롯해 한양대, 경북대, 인하대 등은 삼성과 산학협력을 통해	19
8266	인하대, 물류 항공 특성화로 ‘급성장’	19
8267	대기업 등에 업은 대학들 ‘백태’	19
8268	한양대·인하대 등 전통적인 공대 강세 대학과 비수도권 대학 중 경북대·부	19
8269	삼성이 대학 줄세운다고? 국내 ICT인맥 따져보니…	19
8270	웨인니마	19
8271	보지가 친목중심에 서서 갤을 망치는거 보고옴	19
8272	폭통수에 지리고갑니다^^	19
8273	군대에서 노래 잘부르면 어떻게되냐	19
8274	근데 계좌번호 알아서 뭐하냐	19
8275	긱사밥값 안올랐죠??	19
8276	아 ㅁㅊ다 토크때문애 ㅁㅊ어	19
8277	금융실명젠데 당연내계좌지 ㅋㅋ	19
8278	오늘 후문에있는 애들은 졸업시깐 인싸들ㅇㅇ	19
8279	진짜 역학파트만 아니면 만점 자신잇는대	19
8280	딸딸이 오분내에 못싸면 지루인거 모르냐	19
8281	ㅋㅋ 나 수능때 마지막과목 화투 보는데 그거 주력과목인데도	19
8282	가정이 무너지고	19
8283	웨인성님 지금 확인함	19
8284	2기숙사 방 배정 받았다 3층이다	19
8285	왜 이사했지	19
8286	아프리카티비 백설양이라고 아는사람?	19
8287	멀질문하냐	19
8288	2차 왔다 시발	19
8289	켈포스 엄청 부잔가보네	19
8290	내일모래가 드디어 결전의 날이로군	19
8291	ㅁㅊ 일주일뒤 개강	20
8292	오늘부로 시험이 내일 모레네	20
8293	피트가뭐임	20
8294	습관.gif	20
8295	노네들	20
8296	내가 담배피면	20
8297	은경이 엉덩이는 빠알개	20
8298	근데 진짜 끊을꺼임	20
8299	노무현 머가리는 빠알개	20
8300	공부끝	20
8301	의전 하고싶아 의전	20
8302	50년 후 인하대는 어떤 모습일지 궁금	20
8303	배고픈거 못참음?	20
8304	경영 논술쓸려는데	20
8305	ㅉㅉ 미개한 흡연충들	20
8306	흡연 왜 하냐? 이해불가	20
